Order_ID,Date,Region,Salesperson,Category,Product,Channel,Units,Unit_Price,Revenue,Cost,Profit
ORD-102696,46062,East,Sarah Kim,Clothing,Jacket,Online,1,93.11,93.11,49.18,43.93
ORD-103045,46062,North,Nina Patel,Sports,Yoga Mat,Marketplace,6,36.32,217.92,107.53,110.39
ORD-103205,46062,West,Tom Nguyen,Home,Coffee Maker,Marketplace,6,124.47,746.82,475.33,271.49
ORD-103454,46062,South,Ana Lopez,Electronics,Monitor,Online,2,233.7,467.4,331.24,136.16
ORD-103758,46062,South,Mike Davis,Electronics,Headphones,Store,1,83.97,83.97,52.31,31.66
ORD-104118,46062,North,Nina Patel,Home,Coffee Maker,Marketplace,6,130.25,781.5,504.51,276.99
ORD-104129,46062,East,David Lee,Electronics,Keyboard,Marketplace,5,65.96,329.8,191.91,137.89
ORD-104163,46062,North,James Wilson,Home,Blender,Online,6,84.05,504.3,355.9,148.4
ORD-104464,46062,East,Sarah Kim,Home,Air Fryer,Marketplace,2,151.76,303.52,201.08,102.44
ORD-104595,46062,East,Marcus Reed,Sports,Dumbbells,Online,2,75.83,151.66,93.44,58.22
ORD-104607,46062,East,David Lee,Clothing,Hoodie,Online,6,54.11,324.66,165.62,159.04
ORD-104879,46062,West,Jordan Smith,Electronics,Keyboard,Online,5,62.11,310.55,186.79,123.76
ORD-104938,46062,West,Jordan Smith,Clothing,Sneakers,Online,5,105.34,526.7,323.57,203.13
ORD-100161,46063,East,David Lee,Sports,Running Shoes,Online,2,126.3,252.6,149.04,103.56
ORD-100194,46063,North,Nina Patel,Electronics,Keyboard,Online,6,65.27,391.62,226.48,165.14
ORD-100344,46063,West,Jordan Smith,Sports,Dumbbells,Online,5,75.84,379.2,227.56,151.64
ORD-100400,46063,West,Jordan Smith,Clothing,Jeans,Online,4,72.51,290.04,154.08,135.96
ORD-100444,46063,West,Rachel Green,Clothing,Sneakers,Store,4,106.29,425.16,258.08,167.08
ORD-100689,46063,South,Mike Davis,Home,Vacuum,Store,4,181.44,725.76,507.38,218.38
ORD-101158,46063,East,Marcus Reed,Electronics,Monitor,Store,5,259.96,1299.8,875.37,424.43
ORD-101170,46063,North,Emily Chen,Sports,Fitness Tracker,Online,3,143.47,430.41,290.93,139.48
ORD-101223,46063,East,Marcus Reed,Clothing,Hoodie,Online,5,64.49,322.45,158.71,163.74
ORD-101244,46063,East,David Lee,Home,Coffee Maker,Online,3,111.09,333.27,205.42,127.85
ORD-101289,46063,North,James Wilson,Clothing,Hoodie,Online,5,65.91,329.55,170.16,159.39
ORD-101599,46063,South,Chris Brown,Electronics,Keyboard,Online,3,60.02,180.06,105.78,74.28
ORD-102177,46063,South,Mike Davis,Electronics,Headphones,Store,6,92.21,553.26,349.41,203.85
ORD-102210,46063,West,Rachel Green,Electronics,Keyboard,Online,6,60.16,360.96,204,156.96
ORD-102447,46063,West,Tom Nguyen,Electronics,Headphones,Online,6,93.67,562.02,345.16,216.86
ORD-102548,46063,South,Ana Lopez,Electronics,Monitor,Online,4,256.46,1025.84,737.06,288.78
ORD-102755,46063,South,Ana Lopez,Home,Coffee Maker,Store,3,114.95,344.85,216.07,128.78
ORD-102811,46063,North,Emily Chen,Sports,Fitness Tracker,Store,2,130.69,261.38,174.07,87.31
ORD-103005,46063,South,Chris Brown,Sports,Fitness Tracker,Online,5,147.83,739.15,493.68,245.47
ORD-103390,46063,West,Tom Nguyen,Electronics,Headphones,Online,4,85.73,342.92,205.28,137.64
ORD-103493,46063,North,Nina Patel,Sports,Fitness Tracker,Store,6,152.78,916.68,625.77,290.91
ORD-104060,46063,South,Ana Lopez,Electronics,Webcam,Online,5,112.13,560.65,335.65,225
ORD-104171,46063,East,Sarah Kim,Clothing,Hoodie,Marketplace,5,64.51,322.55,161.23,161.32
ORD-104345,46063,East,Marcus Reed,Clothing,Hoodie,Online,2,56.75,113.5,57.91,55.59
ORD-104648,46063,South,Mike Davis,Electronics,Keyboard,Online,2,59.74,119.48,70.27,49.21
ORD-104867,46063,East,Marcus Reed,Electronics,Webcam,Online,1,112,112,67.87,44.13
ORD-100556,46064,West,Rachel Green,Sports,Fitness Tracker,Online,6,129.99,779.94,521.49,258.45
ORD-100646,46064,North,Emily Chen,Electronics,Keyboard,Online,5,59.6,298,171.65,126.35
ORD-101056,46064,South,Chris Brown,Electronics,Monitor,Online,1,238.04,238.04,160.15,77.89
ORD-101313,46064,West,Jordan Smith,Clothing,Hoodie,Store,4,61.91,247.64,123.46,124.18
ORD-101741,46064,West,Rachel Green,Sports,Yoga Mat,Store,4,39.12,156.48,72.18,84.3
ORD-101880,46064,West,Tom Nguyen,Sports,Dumbbells,Online,3,80.8,242.4,142.36,100.04
ORD-101890,46064,South,Mike Davis,Home,Vacuum,Store,4,177.83,711.32,500.03,211.29
ORD-101935,46064,West,Rachel Green,Electronics,Webcam,Online,6,104.86,629.16,365.31,263.85
ORD-102065,46064,South,Ana Lopez,Sports,Yoga Mat,Online,6,40.57,243.42,119.17,124.25
ORD-102412,46064,North,Emily Chen,Clothing,Jacket,Online,2,97.24,194.48,105.13,89.35
ORD-102480,46064,South,Mike Davis,Sports,Fitness Tracker,Store,4,143.43,573.72,390.16,183.56
ORD-102484,46064,West,Tom Nguyen,Sports,Fitness Tracker,Online,1,146.74,146.74,98.29,48.45
ORD-102564,46064,East,Sarah Kim,Electronics,Headphones,Store,5,87.14,435.7,270.91,164.79
ORD-102687,46064,North,Emily Chen,Home,Blender,Store,4,76.73,306.92,214.4,92.52
ORD-102871,46064,South,Chris Brown,Home,Blender,Online,1,77.35,77.35,54.06,23.29
ORD-103017,46064,South,Ana Lopez,Home,Blender,Store,2,81.74,163.48,108.85,54.63
ORD-103369,46064,East,David Lee,Electronics,Headphones,Online,4,85.54,342.16,209.35,132.81
ORD-103747,46064,East,David Lee,Clothing,Jeans,Marketplace,1,65.72,65.72,32.95,32.77
ORD-103901,46064,South,Ana Lopez,Clothing,Jacket,Online,3,97.53,292.59,161.37,131.22
ORD-104074,46064,South,Mike Davis,Home,Air Fryer,Store,3,164.23,492.69,338.16,154.53
ORD-104115,46064,West,Tom Nguyen,Home,Air Fryer,Online,2,161.52,323.04,208.04,115
ORD-104327,46064,East,Marcus Reed,Electronics,Keyboard,Online,2,65.34,130.68,73.98,56.7
ORD-104956,46064,South,Mike Davis,Electronics,Webcam,Store,2,115.46,230.92,142.69,88.23
ORD-100135,46065,East,Marcus Reed,Electronics,Headphones,Online,6,88.44,530.64,327.68,202.96
ORD-100522,46065,East,David Lee,Sports,Fitness Tracker,Online,2,134.66,269.32,173.53,95.79
ORD-100538,46065,West,Rachel Green,Home,Coffee Maker,Online,1,109.4,109.4,71.64,37.76
ORD-100617,46065,West,Rachel Green,Electronics,Monitor,Marketplace,4,264.39,1057.56,761.24,296.32
ORD-100686,46065,East,Sarah Kim,Home,Air Fryer,Store,6,148.11,888.66,581.53,307.13
ORD-101492,46065,West,Jordan Smith,Home,Blender,Online,2,93.32,186.64,128.12,58.52
ORD-101551,46065,North,James Wilson,Clothing,Jacket,Marketplace,5,90.69,453.45,252.01,201.44
ORD-102031,46065,South,Chris Brown,Electronics,Webcam,Online,2,106.06,212.12,131.12,81
ORD-102174,46065,South,Mike Davis,Clothing,Sneakers,Store,2,108.59,217.18,133.16,84.02
ORD-102378,46065,North,James Wilson,Home,Blender,Store,3,87.4,262.2,176.26,85.94
ORD-102500,46065,South,Mike Davis,Electronics,Monitor,Store,6,230.38,1382.28,947.72,434.56
ORD-102552,46065,East,David Lee,Clothing,Sneakers,Store,6,99.19,595.14,358.22,236.92
ORD-103141,46065,North,James Wilson,Sports,Dumbbells,Online,5,69.88,349.4,205.06,144.34
ORD-103192,46065,East,Sarah Kim,Home,Air Fryer,Marketplace,1,137.09,137.09,94.33,42.76
ORD-103417,46065,North,Nina Patel,Electronics,Keyboard,Online,6,64.2,385.2,219.2,166
ORD-103476,46065,East,Marcus Reed,Sports,Running Shoes,Store,3,114.51,343.53,210.05,133.48
ORD-103572,46065,East,David Lee,Clothing,Jacket,Marketplace,6,101.33,607.98,332.89,275.09
ORD-103643,46065,East,Sarah Kim,Electronics,Monitor,Store,6,264.97,1589.82,1156.06,433.76
ORD-103779,46065,South,Chris Brown,Home,Air Fryer,Store,6,162.34,974.04,638.97,335.07
ORD-103957,46065,West,Rachel Green,Clothing,Jacket,Online,6,92.89,557.34,315.69,241.65
ORD-104309,46065,East,Sarah Kim,Home,Vacuum,Online,6,205.93,1235.58,819.15,416.43
ORD-104412,46065,North,James Wilson,Electronics,Keyboard,Marketplace,3,60.07,180.21,102.14,78.07
ORD-104916,46065,West,Jordan Smith,Clothing,Hoodie,Online,6,57.01,342.06,172.29,169.77
ORD-104955,46065,South,Mike Davis,Electronics,Headphones,Online,3,88.97,266.91,170.44,96.47
ORD-104979,46065,South,Chris Brown,Electronics,Keyboard,Online,4,63.39,253.56,148.36,105.2
ORD-100330,46066,North,James Wilson,Home,Vacuum,Online,4,193.73,774.92,551.72,223.2
ORD-100399,46066,South,Chris Brown,Sports,Dumbbells,Marketplace,3,68.63,205.89,128,77.89
ORD-100441,46066,East,Sarah Kim,Clothing,Sneakers,Store,5,105.96,529.8,310.38,219.42
ORD-100779,46066,North,Nina Patel,Home,Air Fryer,Online,3,152.23,456.69,312.04,144.65
ORD-100821,46066,South,Chris Brown,Clothing,Sneakers,Store,6,100.49,602.94,352.59,250.35
ORD-100904,46066,West,Tom Nguyen,Electronics,Keyboard,Online,4,69.51,278.04,162.28,115.76
ORD-101050,46066,North,Emily Chen,Home,Blender,Store,3,80.99,242.97,160.33,82.64
ORD-101304,46066,West,Jordan Smith,Home,Blender,Marketplace,6,80.87,485.22,332.86,152.36
ORD-101374,46066,South,Chris Brown,Electronics,Monitor,Online,1,225.51,225.51,152.44,73.07
ORD-101389,46066,East,Sarah Kim,Sports,Yoga Mat,Store,1,43.91,43.91,21.05,22.86
ORD-101520,46066,South,Ana Lopez,Electronics,Keyboard,Marketplace,6,65.62,393.72,224.88,168.84
ORD-102025,46066,West,Tom Nguyen,Sports,Yoga Mat,Store,2,40.46,80.92,37.99,42.93
ORD-102171,46066,North,Emily Chen,Home,Vacuum,Store,2,199.56,399.12,285.04,114.08
ORD-102427,46066,East,Sarah Kim,Clothing,Jeans,Online,3,69.51,208.53,109.02,99.51
ORD-102444,46066,West,Tom Nguyen,Sports,Fitness Tracker,Store,1,150.46,150.46,95.36,55.1
ORD-102574,46066,North,Nina Patel,Electronics,Webcam,Store,1,119.21,119.21,70.95,48.26
ORD-102954,46066,West,Rachel Green,Electronics,Keyboard,Store,4,70.38,281.52,165.16,116.36
ORD-103276,46066,East,David Lee,Clothing,Sneakers,Store,3,100.14,300.42,184.23,116.19
ORD-103424,46066,South,Ana Lopez,Sports,Running Shoes,Store,4,124.6,498.4,295.63,202.77
ORD-103488,46066,South,Chris Brown,Home,Vacuum,Store,5,201.1,1005.5,694.4,311.1
ORD-103802,46066,South,Chris Brown,Home,Vacuum,Store,2,177.5,355,238.26,116.74
ORD-104190,46066,West,Rachel Green,Home,Air Fryer,Marketplace,6,144.33,865.98,565.3,300.68
ORD-104223,46066,North,Nina Patel,Sports,Yoga Mat,Store,3,43.62,130.86,62.4,68.46
ORD-104267,46066,North,James Wilson,Sports,Running Shoes,Online,5,113.83,569.15,345.9,223.25
ORD-104354,46066,South,Chris Brown,Electronics,Monitor,Store,5,243.37,1216.85,818.97,397.88
ORD-104545,46066,West,Tom Nguyen,Electronics,Headphones,Store,5,95.96,479.8,301.88,177.92
ORD-104593,46066,East,Marcus Reed,Sports,Dumbbells,Store,2,80.62,161.24,100.23,61.01
ORD-104630,46066,East,David Lee,Sports,Dumbbells,Store,5,73.64,368.2,223.17,145.03
ORD-100067,46067,North,Nina Patel,Clothing,Jeans,Store,5,76.17,380.85,192.47,188.38
ORD-100080,46067,East,Marcus Reed,Electronics,Headphones,Store,2,91.56,183.12,113.47,69.65
ORD-100123,46067,North,Emily Chen,Clothing,Jeans,Online,6,70.24,421.44,223.39,198.05
ORD-100239,46067,East,Marcus Reed,Electronics,Webcam,Online,6,112.62,675.72,413.86,261.86
ORD-100457,46067,South,Ana Lopez,Clothing,Hoodie,Store,3,55.13,165.39,80.41,84.98
ORD-100508,46067,West,Jordan Smith,Home,Coffee Maker,Store,3,115.02,345.06,226.12,118.94
ORD-100707,46067,West,Tom Nguyen,Home,Air Fryer,Store,5,158.49,792.45,537.55,254.9
ORD-100713,46067,North,Emily Chen,Clothing,Jeans,Marketplace,2,64.44,128.88,64.37,64.51
ORD-100824,46067,South,Chris Brown,Sports,Fitness Tracker,Online,3,136.04,408.12,271.87,136.25
ORD-100876,46067,East,Sarah Kim,Electronics,Webcam,Online,4,105.32,421.28,255.62,165.66
ORD-100954,46067,South,Mike Davis,Home,Air Fryer,Online,5,148.07,740.35,511.58,228.77
ORD-101561,46067,South,Ana Lopez,Clothing,Sneakers,Online,3,103.01,309.03,186.28,122.75
ORD-101788,46067,East,Marcus Reed,Electronics,Monitor,Store,2,250.47,500.94,357.6,143.34
ORD-101955,46067,East,David Lee,Electronics,Headphones,Online,1,94,94,57.47,36.53
ORD-102290,46067,West,Tom Nguyen,Sports,Dumbbells,Marketplace,5,76.89,384.45,234.46,149.99
ORD-102672,46067,North,Nina Patel,Home,Coffee Maker,Store,4,130.68,522.72,328.36,194.36
ORD-102705,46067,North,Nina Patel,Sports,Yoga Mat,Store,4,42.02,168.08,82.44,85.64
ORD-103109,46067,North,Nina Patel,Home,Air Fryer,Online,5,163.11,815.55,535.52,280.03
ORD-103202,46067,North,Nina Patel,Home,Coffee Maker,Store,3,127.4,382.2,251.77,130.43
ORD-103448,46067,West,Rachel Green,Electronics,Monitor,Online,6,266.34,1598.04,1111.98,486.06
ORD-103628,46067,South,Chris Brown,Clothing,Hoodie,Store,1,59.2,59.2,29.7,29.5
ORD-103773,46067,West,Jordan Smith,Home,Air Fryer,Store,4,155.65,622.6,410.84,211.76
ORD-103819,46067,North,James Wilson,Sports,Running Shoes,Online,2,130.02,260.04,150.68,109.36
ORD-104052,46067,South,Mike Davis,Sports,Fitness Tracker,Online,2,131.88,263.76,169.11,94.65
ORD-104123,46067,North,James Wilson,Home,Vacuum,Store,3,192.76,578.28,391.25,187.03
ORD-104184,46067,North,James Wilson,Clothing,Hoodie,Store,4,63.41,253.64,128.51,125.13
ORD-104318,46067,South,Ana Lopez,Sports,Yoga Mat,Store,6,41.83,250.98,121.64,129.34
ORD-104434,46067,West,Jordan Smith,Sports,Yoga Mat,Online,5,36.29,181.45,84.67,96.78
ORD-104514,46067,East,Sarah Kim,Sports,Dumbbells,Marketplace,2,76.17,152.34,95.33,57.01
ORD-104576,46067,East,Sarah Kim,Home,Air Fryer,Online,2,136.77,273.54,184.04,89.5
ORD-104629,46067,East,Marcus Reed,Sports,Fitness Tracker,Online,2,140.66,281.32,192.5,88.82
ORD-104697,46067,East,Marcus Reed,Electronics,Keyboard,Store,2,68.42,136.84,81.1,55.74
ORD-104841,46067,South,Ana Lopez,Clothing,Sneakers,Store,3,120.15,360.45,222.54,137.91
ORD-104896,46067,South,Chris Brown,Clothing,Hoodie,Marketplace,1,59.01,59.01,30.16,28.85
ORD-100045,46068,East,Sarah Kim,Home,Blender,Online,3,82.75,248.25,167.01,81.24
ORD-100246,46068,North,Nina Patel,Clothing,Sneakers,Store,4,99.54,398.16,233.55,164.61
ORD-100360,46068,East,Sarah Kim,Sports,Dumbbells,Online,1,75.73,75.73,45.14,30.59
ORD-100432,46068,North,Emily Chen,Electronics,Monitor,Store,3,248.71,746.13,525.25,220.88
ORD-100576,46068,South,Chris Brown,Clothing,Jeans,Marketplace,3,70.15,210.45,108.17,102.28
ORD-100762,46068,North,Nina Patel,Home,Air Fryer,Store,5,142.4,712,464.1,247.9
ORD-100848,46068,West,Rachel Green,Electronics,Webcam,Online,2,104.89,209.78,126.4,83.38
ORD-100947,46068,North,Emily Chen,Electronics,Headphones,Store,6,91.49,548.94,332.22,216.72
ORD-100962,46068,West,Rachel Green,Clothing,Jeans,Store,5,74.96,374.8,199.51,175.29
ORD-101000,46068,West,Tom Nguyen,Sports,Fitness Tracker,Online,5,150.19,750.95,505.22,245.73
ORD-101231,46068,South,Mike Davis,Clothing,Hoodie,Online,1,61.61,61.61,30.98,30.63
ORD-101616,46068,East,David Lee,Sports,Running Shoes,Online,1,122.59,122.59,72.83,49.76
ORD-101969,46068,West,Tom Nguyen,Electronics,Monitor,Online,4,274.29,1097.16,781.61,315.55
ORD-102196,46068,West,Jordan Smith,Clothing,Hoodie,Online,2,64.5,129,62.2,66.8
ORD-102556,46068,West,Tom Nguyen,Clothing,Jeans,Online,6,64.97,389.82,201.1,188.72
ORD-102629,46068,North,James Wilson,Sports,Running Shoes,Store,3,123.11,369.33,210.96,158.37
ORD-102763,46068,East,Marcus Reed,Sports,Fitness Tracker,Marketplace,6,146.71,880.26,588.01,292.25
ORD-103274,46068,East,David Lee,Sports,Dumbbells,Online,5,81.09,405.45,240.8,164.65
ORD-103278,46068,East,Sarah Kim,Electronics,Keyboard,Store,2,67.36,134.72,77.64,57.08
ORD-103595,46068,West,Rachel Green,Sports,Running Shoes,Marketplace,5,114.66,573.3,349.02,224.28
ORD-103719,46068,East,David Lee,Electronics,Monitor,Store,1,239.64,239.64,170.61,69.03
ORD-104030,46068,North,Emily Chen,Home,Vacuum,Marketplace,6,208.01,1248.06,881.75,366.31
ORD-104095,46068,West,Jordan Smith,Sports,Dumbbells,Store,5,70.1,350.5,217.7,132.8
ORD-104224,46068,West,Tom Nguyen,Electronics,Webcam,Marketplace,1,111.32,111.32,69.28,42.04
ORD-104279,46068,East,Marcus Reed,Electronics,Webcam,Store,6,100.4,602.4,347.76,254.64
ORD-104492,46068,South,Mike Davis,Sports,Fitness Tracker,Marketplace,4,128.84,515.36,332.72,182.64
ORD-104782,46068,West,Tom Nguyen,Sports,Dumbbells,Store,3,74.13,222.39,137,85.39
ORD-104902,46068,West,Rachel Green,Electronics,Keyboard,Online,4,65.75,263,148.84,114.16
ORD-100238,46069,East,Sarah Kim,Clothing,Sneakers,Online,5,119.18,595.9,367.58,228.32
ORD-100419,46069,South,Chris Brown,Home,Coffee Maker,Store,5,112.98,564.9,363.36,201.54
ORD-100431,46069,West,Rachel Green,Clothing,Sneakers,Online,5,114.6,573,356.13,216.87
ORD-100614,46069,East,Sarah Kim,Clothing,Jeans,Online,5,69.23,346.15,181.28,164.87
ORD-100673,46069,North,Emily Chen,Electronics,Keyboard,Online,3,63,189,112.19,76.81
ORD-101113,46069,West,Tom Nguyen,Clothing,Hoodie,Store,6,56.87,341.22,173.52,167.7
ORD-101740,46069,West,Tom Nguyen,Home,Coffee Maker,Marketplace,3,115.98,347.94,220.56,127.38
ORD-101744,46069,South,Chris Brown,Sports,Dumbbells,Store,4,73.67,294.68,177.27,117.41
ORD-101867,46069,West,Tom Nguyen,Home,Blender,Store,1,90.57,90.57,59.41,31.16
ORD-101938,46069,East,Marcus Reed,Electronics,Monitor,Online,5,258.42,1292.1,921.78,370.32
ORD-102459,46069,East,Marcus Reed,Sports,Fitness Tracker,Store,5,148.17,740.85,489.24,251.61
ORD-102467,46069,South,Mike Davis,Clothing,Hoodie,Online,4,57.39,229.56,117.34,112.22
ORD-102499,46069,East,David Lee,Clothing,Jeans,Store,5,73.15,365.75,194.43,171.32
ORD-102612,46069,East,Marcus Reed,Electronics,Webcam,Online,1,119.71,119.71,71.14,48.57
ORD-102620,46069,East,Marcus Reed,Home,Blender,Store,2,90.24,180.48,122.6,57.88
ORD-102753,46069,West,Rachel Green,Sports,Fitness Tracker,Store,3,126.81,380.43,241.99,138.44
ORD-102764,46069,North,James Wilson,Sports,Running Shoes,Online,4,132.12,528.48,300.68,227.8
ORD-103015,46069,South,Chris Brown,Electronics,Webcam,Online,3,102.74,308.22,188.11,120.11
ORD-103052,46069,East,Marcus Reed,Electronics,Headphones,Store,1,94.02,94.02,58.94,35.08
ORD-103247,46069,South,Mike Davis,Sports,Running Shoes,Online,4,135.9,543.6,314.16,229.44
ORD-103600,46069,West,Jordan Smith,Home,Air Fryer,Store,3,140.85,422.55,274.95,147.6
ORD-103959,46069,South,Chris Brown,Electronics,Headphones,Marketplace,5,87.53,437.65,278.92,158.73
ORD-103977,46069,South,Chris Brown,Home,Coffee Maker,Marketplace,1,124.61,124.61,78.82,45.79
ORD-104350,46069,West,Jordan Smith,Sports,Yoga Mat,Marketplace,2,38.96,77.92,37.76,40.16
ORD-104579,46069,East,Sarah Kim,Electronics,Webcam,Marketplace,3,102.86,308.58,185.72,122.86
ORD-104935,46069,East,David Lee,Electronics,Webcam,Marketplace,4,105.14,420.56,249.31,171.25
ORD-100016,46070,North,Nina Patel,Electronics,Headphones,Marketplace,1,89.2,89.2,53.99,35.21
ORD-100252,46070,West,Jordan Smith,Sports,Fitness Tracker,Online,2,131.93,263.86,168.44,95.42
ORD-100348,46070,West,Jordan Smith,Clothing,Hoodie,Online,4,62.37,249.48,129.3,120.18
ORD-100369,46070,West,Jordan Smith,Electronics,Headphones,Online,6,96.05,576.3,345.21,231.09
ORD-100905,46070,East,David Lee,Home,Blender,Store,6,84.48,506.88,351.47,155.41
ORD-100923,46070,South,Chris Brown,Home,Blender,Store,5,88.62,443.1,294.68,148.42
ORD-102095,46070,East,David Lee,Clothing,Sneakers,Store,3,110.27,330.81,190.79,140.02
ORD-102173,46070,South,Mike Davis,Clothing,Sneakers,Online,6,115.5,693,424.18,268.82
ORD-102525,46070,South,Ana Lopez,Clothing,Sneakers,Online,3,104.85,314.55,191.9,122.65
ORD-102713,46070,North,Nina Patel,Electronics,Webcam,Store,3,101.98,305.94,184.24,121.7
ORD-102934,46070,North,Emily Chen,Home,Air Fryer,Online,3,150.21,450.63,301.06,149.57
ORD-103009,46070,North,Nina Patel,Clothing,Jacket,Marketplace,1,94.04,94.04,51.69,42.35
ORD-103100,46070,North,Nina Patel,Clothing,Jacket,Online,2,96.64,193.28,105.64,87.64
ORD-103188,46070,South,Ana Lopez,Sports,Dumbbells,Store,4,74.45,297.8,177.71,120.09
ORD-103361,46070,South,Ana Lopez,Electronics,Headphones,Marketplace,4,89,356,227.33,128.67
ORD-103372,46070,West,Tom Nguyen,Home,Blender,Store,6,86.04,516.24,345.2,171.04
ORD-103401,46070,East,Marcus Reed,Clothing,Hoodie,Online,4,58.02,232.08,118.82,113.26
ORD-103655,46070,West,Jordan Smith,Clothing,Jacket,Store,1,87.76,87.76,48.46,39.3
ORD-103697,46070,West,Rachel Green,Home,Coffee Maker,Marketplace,2,110.45,220.9,142.64,78.26
ORD-104084,46070,East,David Lee,Home,Coffee Maker,Store,5,125.57,627.85,393.46,234.39
ORD-104111,46070,West,Tom Nguyen,Sports,Fitness Tracker,Store,4,133.57,534.28,351.49,182.79
ORD-104215,46070,South,Mike Davis,Clothing,Jacket,Store,4,93.78,375.12,200.91,174.21
ORD-104387,46070,North,Emily Chen,Electronics,Headphones,Online,6,94.09,564.54,361.8,202.74
ORD-104513,46070,East,Sarah Kim,Sports,Fitness Tracker,Online,2,134.24,268.48,181.97,86.51
ORD-104918,46070,South,Ana Lopez,Electronics,Webcam,Store,3,104.29,312.87,189.75,123.12
ORD-100091,46071,West,Jordan Smith,Electronics,Headphones,Online,3,82.97,248.91,156.49,92.42
ORD-100103,46071,East,Marcus Reed,Clothing,Sneakers,Store,1,120.02,120.02,72.09,47.93
ORD-100289,46071,East,Sarah Kim,Clothing,Sneakers,Store,3,101.39,304.17,175.4,128.77
ORD-100300,46071,West,Rachel Green,Home,Air Fryer,Store,1,138.72,138.72,91,47.72
ORD-100323,46071,South,Chris Brown,Sports,Fitness Tracker,Online,5,138.01,690.05,462.66,227.39
ORD-100342,46071,South,Mike Davis,Electronics,Webcam,Store,4,106.9,427.6,246.52,181.08
ORD-100940,46071,North,James Wilson,Clothing,Jacket,Store,3,103.91,311.73,177.76,133.97
ORD-100968,46071,North,James Wilson,Clothing,Hoodie,Marketplace,3,60.2,180.6,89.47,91.13
ORD-101052,46071,North,Emily Chen,Clothing,Jeans,Store,3,75.56,226.68,120.92,105.76
ORD-101254,46071,South,Chris Brown,Clothing,Jacket,Online,5,94.02,470.1,264.72,205.38
ORD-101274,46071,South,Ana Lopez,Home,Vacuum,Online,3,191.34,574.02,387.18,186.84
ORD-101315,46071,South,Mike Davis,Electronics,Keyboard,Online,6,63.08,378.48,211.25,167.23
ORD-101384,46071,West,Rachel Green,Electronics,Keyboard,Online,1,69.64,69.64,41.56,28.08
ORD-101478,46071,West,Jordan Smith,Sports,Fitness Tracker,Marketplace,1,136.96,136.96,92.84,44.12
ORD-101564,46071,North,Nina Patel,Home,Coffee Maker,Marketplace,6,131.06,786.36,516.11,270.25
ORD-101689,46071,East,David Lee,Electronics,Webcam,Store,3,106.15,318.45,195.42,123.03
ORD-101782,46071,East,Sarah Kim,Electronics,Headphones,Online,5,84.89,424.45,253.31,171.14
ORD-101845,46071,East,Sarah Kim,Home,Blender,Online,2,92.26,184.52,121.99,62.53
ORD-101900,46071,East,Sarah Kim,Electronics,Webcam,Online,3,110.31,330.93,201.07,129.86
ORD-102001,46071,South,Ana Lopez,Clothing,Hoodie,Online,2,63.99,127.98,65.9,62.08
ORD-102051,46071,West,Rachel Green,Clothing,Hoodie,Marketplace,1,63.31,63.31,30.76,32.55
ORD-102106,46071,South,Mike Davis,Home,Vacuum,Store,3,194.44,583.32,402.72,180.6
ORD-102159,46071,East,David Lee,Home,Vacuum,Online,6,184.95,1109.7,795.73,313.97
ORD-102233,46071,South,Mike Davis,Home,Vacuum,Store,4,183.35,733.4,511.57,221.83
ORD-102449,46071,East,David Lee,Clothing,Hoodie,Marketplace,2,54.6,109.2,54.73,54.47
ORD-102505,46071,North,James Wilson,Clothing,Jacket,Online,5,90.08,450.4,240.71,209.69
ORD-102640,46071,South,Ana Lopez,Electronics,Keyboard,Store,6,67.85,407.1,228.83,178.27
ORD-102834,46071,South,Chris Brown,Electronics,Monitor,Store,5,271.68,1358.4,949.07,409.33
ORD-102994,46071,West,Jordan Smith,Electronics,Webcam,Marketplace,2,100.97,201.94,120.69,81.25
ORD-103044,46071,South,Ana Lopez,Sports,Running Shoes,Online,4,133.3,533.2,309.34,223.86
ORD-103162,46071,South,Mike Davis,Sports,Dumbbells,Online,6,73.83,442.98,262.72,180.26
ORD-103237,46071,South,Chris Brown,Sports,Fitness Tracker,Online,5,135.48,677.4,447.8,229.6
ORD-103379,46071,West,Rachel Green,Electronics,Headphones,Online,2,91.44,182.88,116.66,66.22
ORD-103398,46071,South,Ana Lopez,Electronics,Monitor,Marketplace,2,254.85,509.7,361.36,148.34
ORD-103777,46071,West,Tom Nguyen,Sports,Dumbbells,Online,3,76.57,229.71,144.65,85.06
ORD-104439,46071,West,Jordan Smith,Electronics,Headphones,Marketplace,3,92.99,278.97,167.01,111.96
ORD-104561,46071,East,David Lee,Sports,Fitness Tracker,Store,2,133.13,266.26,176.8,89.46
ORD-104622,46071,West,Tom Nguyen,Home,Vacuum,Online,6,205.54,1233.24,874.55,358.69
ORD-104952,46071,East,Marcus Reed,Clothing,Jacket,Store,3,94.8,284.4,161.13,123.27
ORD-100021,46072,South,Ana Lopez,Sports,Yoga Mat,Store,4,38.14,152.56,72.24,80.32
ORD-100037,46072,East,David Lee,Electronics,Webcam,Store,5,101.32,506.6,293.42,213.18
ORD-100185,46072,South,Ana Lopez,Home,Coffee Maker,Store,4,115.7,462.8,292.54,170.26
ORD-100328,46072,West,Rachel Green,Clothing,Jeans,Online,4,67.19,268.76,134.61,134.15
ORD-100466,46072,East,Marcus Reed,Electronics,Monitor,Online,4,228.97,915.88,651.17,264.71
