order_id,customer_id,customer_name,order_date,order_amount
10588,360,Anthony Johnson,2025-09-02,51.43
10589,399,Nicole Martinez,2025-09-02,40.5
10590,252,Natalie Mitchell,2025-09-04,101.26
10591,266,James Baker,2025-09-04,105.57
10592,321,Michael Mitchell,2025-09-04,142.41
10593,363,Megan Harris,2025-09-04,37.52
10594,211,Ashley Davis,2025-09-05,111.07
10595,242,Robert Green,2025-09-05,97.53
10596,251,Brian Martinez,2025-09-05,91.94
10597,276,Jessica Martinez,2025-09-05,61.92
10598,209,Marcus Wilson,2025-09-06,25.91
10599,255,Samantha Brown,2025-09-06,46.57
10600,274,Michelle Mitchell,2025-09-06,65.33
10601,250,Christopher Garcia,2025-09-08,60.72
10602,291,Jason Lopez,2025-09-08,180.99
10603,377,Brandon Reed,2025-09-08,606.05
10604,384,Andrew Lopez,2025-09-08,36.27
10605,297,Eric Reed,2025-09-09,61.89
10606,208,Maria Walker,2025-09-11,266.09
10607,357,Lauren Davis,2025-09-11,90.05
10608,357,Lauren Davis,2025-09-12,214.46
10609,362,Michelle Walker,2025-09-12,86.7
10610,347,Maria Taylor,2025-09-13,40.16
10611,355,James Nelson,2025-09-13,103.32
10612,222,Natalie Jackson,2025-09-14,36.35
10613,249,David Thomas,2025-09-14,29.18
10614,359,Kevin Garcia,2025-09-14,215.2
10615,212,Lauren Hall,2025-09-15,26.36
10616,217,Robert White,2025-09-16,77.25
10617,270,Megan Carter,2025-09-16,30.09
10618,276,Jessica Martinez,2025-09-16,97.76
10619,342,Brian Young,2025-09-17,192.51
10620,396,Nicole Carter,2025-09-17,59.45
10621,323,Olivia Baker,2025-09-18,65.92
10622,363,Megan Harris,2025-09-18,31.39
10623,316,Anthony Green,2025-09-19,99.3
10624,328,Eric Harris,2025-09-19,26.97
10625,241,James King,2025-09-20,50.21
10626,257,Robert Brown,2025-09-20,88.04
10627,330,Vanessa Lewis,2025-09-20,38.27
10628,361,Eric Mitchell,2025-09-20,46.96
10629,364,Robert Baker,2025-09-20,249.65
10630,370,Marcus White,2025-09-21,291.71
10631,306,Eric Martinez,2025-09-22,46.61
10632,309,Andrew Reed,2025-09-22,86.44
10633,339,Eric Wright,2025-09-22,27.32
10634,290,Brian Jackson,2025-09-23,77.4
10635,311,Daniel Adams,2025-09-23,137.61
10636,397,James Brown,2025-09-23,74.37
10637,392,Brandon Davis,2025-09-24,27.85
10638,260,Samantha Wright,2025-09-25,41.92
10639,294,Lauren Martinez,2025-09-25,108.64
10640,342,Brian Young,2025-09-25,37.05
10641,393,David Jackson,2025-09-25,115.47
10642,394,Kevin Harris,2025-09-26,279.96
10643,317,Andrew Clark,2025-09-27,91.24
10644,346,Robert Davis,2025-09-27,228.72
10645,256,Anthony Scott,2025-09-28,84.23
10646,318,Andrew Chen,2025-09-28,62.42
10647,328,Eric Harris,2025-09-28,82.3
10648,295,Anthony Nelson,2025-09-29,81.17
10649,215,Samantha Wright,2025-09-30,149.9
10650,219,Justin Nelson,2025-10-01,75.48
10651,251,Brian Martinez,2025-10-01,125.81
10652,260,Samantha Wright,2025-10-01,62.68
10653,270,Megan Carter,2025-10-01,21.17
10654,285,Kevin Lopez,2025-10-02,13.34
10655,216,Anthony Jackson,2025-10-03,76.7
10656,274,Michelle Mitchell,2025-10-03,41.25
10657,284,Jessica Clark,2025-10-03,163.42
10658,290,Brian Jackson,2025-10-03,63.56
10659,210,Sarah Lopez,2025-10-04,49.46
10660,298,Brian Carter,2025-10-04,21.13
10661,212,Lauren Hall,2025-10-05,34.82
10662,352,Natalie Young,2025-10-05,44.87
10663,369,Christopher Jackson,2025-10-05,77.58
10664,232,Rachel Lewis,2025-10-07,86.63
10665,240,Natalie Lopez,2025-10-07,61.9
10666,244,Brandon Davis,2025-10-07,74.7
10667,259,Emily Mitchell,2025-10-07,59.88
10668,337,Ashley Mitchell,2025-10-08,219.03
10669,372,James King,2025-10-08,42.5
10670,205,Eric Reed,2025-10-09,66.42
10671,249,David Thomas,2025-10-09,152.44
10672,297,Eric Reed,2025-10-09,169.76
10673,378,Robert Garcia,2025-10-09,42.24
10674,211,Ashley Davis,2025-10-10,28.3
10675,342,Brian Young,2025-10-10,83.78
10676,358,Emily King,2025-10-10,132.92
10677,370,Marcus White,2025-10-10,62.44
10678,205,Eric Reed,2025-10-11,44.92
10679,345,Rachel Reed,2025-10-11,39.42
10680,396,Nicole Carter,2025-10-11,18.35
10681,289,David Baker,2025-10-12,17.34
10682,321,Michael Mitchell,2025-10-12,159.04
10683,377,Brandon Reed,2025-10-12,119.65
10684,279,Anthony Martinez,2025-10-13,25.85
10685,226,Michael Lopez,2025-10-14,157.86
10686,253,Brian Young,2025-10-14,89.31
10687,297,Eric Reed,2025-10-14,81.42
10688,349,Anthony Davis,2025-10-14,55.35
10689,391,Andrew Green,2025-10-14,125.65
10690,283,Christopher Davis,2025-10-15,69.77
10691,381,Marcus Brown,2025-10-15,17.23
10692,332,Jessica King,2025-10-16,39.81
10693,219,Justin Nelson,2025-10-17,124.05
10694,292,Nicole Moore,2025-10-17,100.01
10695,330,Vanessa Lewis,2025-10-17,233.04
10696,386,Brandon Nelson,2025-10-17,104.39
10697,203,Emily Davis,2025-10-18,132.42
10698,249,David Thomas,2025-10-18,55.56
10699,285,Kevin Lopez,2025-10-18,65.39
10700,353,James Davis,2025-10-18,63.88
10701,384,Andrew Lopez,2025-10-18,123.46
10702,213,Sarah Lewis,2025-10-19,101.89
10703,239,Megan Garcia,2025-10-19,52.26
10704,240,Natalie Lopez,2025-10-19,111.07
10705,288,Jessica Young,2025-10-19,318.7
10706,309,Andrew Reed,2025-10-19,74.94
10707,334,David Martinez,2025-10-19,96.27
10708,351,Sarah Lopez,2025-10-19,40.59
10709,258,Rachel Moore,2025-10-20,19.23
10710,344,Michelle Clark,2025-10-20,55.18
10711,263,Olivia Green,2025-10-21,87.93
10712,230,Emily Baker,2025-10-22,41.59
10713,257,Robert Brown,2025-10-22,116.03
10714,258,Rachel Moore,2025-10-22,138.97
10715,253,Brian Young,2025-10-23,37.81
10716,250,Christopher Garcia,2025-10-24,32.28
10717,265,Robert Adams,2025-10-24,106.48
10718,332,Jessica King,2025-10-24,160.81
10719,392,Brandon Davis,2025-10-24,118.28
10720,247,Rachel Young,2025-10-25,52.6
10721,315,Vanessa Brown,2025-10-25,63.85
10722,318,Andrew Chen,2025-10-25,37.79
10723,379,Ashley Lewis,2025-10-25,57.76
10724,242,Robert Green,2025-10-26,78.15
10725,294,Lauren Martinez,2025-10-26,34.85
10726,304,Rachel Chen,2025-10-26,59.58
10727,369,Christopher Jackson,2025-10-27,42.58
10728,378,Robert Garcia,2025-10-27,50.34
10729,392,Brandon Davis,2025-10-29,92.59
10730,396,Nicole Carter,2025-10-29,55.27
10731,202,Sarah Scott,2025-10-30,45.37
10732,297,Eric Reed,2025-10-30,49.05
10733,311,Daniel Adams,2025-10-30,49.11
10734,214,Ashley Wright,2025-11-01,109.48
10735,206,Brian Scott,2025-11-02,89.81
10736,219,Justin Nelson,2025-11-02,31.3
10737,264,Vanessa Wilson,2025-11-02,56.82
10738,313,Jason Garcia,2025-11-02,92.53
10739,221,Justin Brown,2025-11-03,73.11
10740,222,Natalie Jackson,2025-11-03,68.91
10741,254,Maria Hall,2025-11-03,108.03
10742,325,James Davis,2025-11-03,88.28
10743,388,James Young,2025-11-03,68.55
10744,266,James Baker,2025-11-04,35.12
10745,275,Samantha White,2025-11-04,75.3
10746,364,Robert Baker,2025-11-04,194.52
10747,228,Christopher Nelson,2025-11-05,68.71
10748,288,Jessica Young,2025-11-05,87.37
10749,332,Jessica King,2025-11-05,261.22
10750,222,Natalie Jackson,2025-11-06,397.62
10751,225,Vanessa Taylor,2025-11-06,106.65
10752,250,Christopher Garcia,2025-11-06,75.79
10753,300,Emily Green,2025-11-06,131.29
10754,310,Brandon Young,2025-11-06,75.14
10755,267,Amanda Moore,2025-11-07,82.15
10756,276,Jessica Martinez,2025-11-07,17.31
10757,372,James King,2025-11-07,52.42
10758,398,Nicole Chen,2025-11-07,208.13
10759,295,Anthony Nelson,2025-11-08,32.2
10760,322,Christopher Carter,2025-11-08,163.27
10761,392,Brandon Davis,2025-11-08,27.16
10762,214,Ashley Wright,2025-11-09,51.26
10763,280,Eric Walker,2025-11-09,76.44
10764,333,Kevin Lewis,2025-11-09,83.88
10765,335,Lauren Nelson,2025-11-09,212.81
10766,365,Kevin Baker,2025-11-09,54.31
10767,367,Michael Reed,2025-11-09,90.77
10768,212,Lauren Hall,2025-11-10,20.78
10769,215,Samantha Wright,2025-11-11,312.13
10770,293,Jason White,2025-11-11,174.96
10771,295,Anthony Nelson,2025-11-12,62.7
10772,304,Rachel Chen,2025-11-12,47.3
10773,354,Maria Carter,2025-11-12,46.46
10774,376,Amanda Baker,2025-11-12,38.06
10775,202,Sarah Scott,2025-11-13,33.33
10776,223,Amanda Martinez,2025-11-13,57.19
10777,238,Brandon Thomas,2025-11-13,109.04
10778,299,Anthony Green,2025-11-13,149.54
10779,371,Brandon Scott,2025-11-13,27.61
10780,234,Nicole Lopez,2025-11-14,42.72
10781,237,Jason Carter,2025-11-14,223.33
10782,289,David Baker,2025-11-14,52.68
10783,218,Megan Martinez,2025-11-15,85.01
10784,292,Nicole Moore,2025-11-15,94.8
10785,308,David Clark,2025-11-15,160.61
10786,384,Andrew Lopez,2025-11-15,70.55
10787,230,Emily Baker,2025-11-16,118.94
10788,278,Eric Lewis,2025-11-16,34.45
10789,383,Robert Nelson,2025-11-16,79.02
10790,268,Emily Lopez,2025-11-17,85.9
10791,280,Eric Walker,2025-11-17,53.16
10792,327,Maria Lopez,2025-11-17,88.33
10793,395,Ashley Nelson,2025-11-17,223.93
10794,201,Samantha Reed,2025-11-18,175.76
10795,325,James Davis,2025-11-18,206.54
10796,217,Robert White,2025-11-19,39.17
10797,294,Lauren Martinez,2025-11-19,61.2
10798,235,Anthony Anderson,2025-11-20,64.82
10799,346,Robert Davis,2025-11-20,74.41
10800,248,Olivia Thomas,2025-11-21,79.38
10801,273,Kevin Moore,2025-11-21,90.02
10802,388,James Young,2025-11-21,53.85
10803,334,David Martinez,2025-11-22,47.51
10804,389,Anthony Adams,2025-11-22,31.33
10805,251,Brian Martinez,2025-11-23,49.12
10806,265,Robert Adams,2025-11-23,121.36
10807,247,Rachel Young,2025-11-24,85.24
10808,268,Emily Lopez,2025-11-24,210.37
10809,306,Eric Martinez,2025-11-24,92.57
10810,258,Rachel Moore,2025-11-25,37.15
10811,265,Robert Adams,2025-11-25,35.85
10812,275,Samantha White,2025-11-25,65.58
10813,321,Michael Mitchell,2025-11-25,33.25
10814,356,Amanda Lopez,2025-11-25,59.58
10815,298,Brian Carter,2025-11-26,18.78
10816,235,Anthony Anderson,2025-11-27,74.12
10817,285,Kevin Lopez,2025-11-27,130.65
10818,300,Emily Green,2025-11-27,238.57
10819,217,Robert White,2025-11-28,43.47
10820,337,Ashley Mitchell,2025-11-28,79.82
10821,363,Megan Harris,2025-11-28,201.59
10822,375,Nicole Scott,2025-11-28,19.02
10823,351,Sarah Lopez,2025-11-29,48.15
10824,358,Emily King,2025-11-29,112.37
10825,202,Sarah Scott,2025-12-01,41.27
10826,227,Nicole Reed,2025-12-03,169.4
10827,260,Samantha Wright,2025-12-04,61.02
10828,275,Samantha White,2025-12-04,158.14
10829,378,Robert Garcia,2025-12-04,182.05
10830,212,Lauren Hall,2025-12-05,42.21
10831,321,Michael Mitchell,2025-12-05,93.75
10832,328,Eric Harris,2025-12-05,126.21
10833,244,Brandon Davis,2025-12-06,86.32
10834,271,Natalie Taylor,2025-12-06,153.31
10835,277,Jessica Davis,2025-12-06,59.65
10836,303,Marcus Brown,2025-12-06,101.33
10837,307,Lauren Green,2025-12-06,49.86
10838,331,Vanessa Johnson,2025-12-06,86.34
10839,368,Brian Jackson,2025-12-06,80.65
10840,381,Marcus Brown,2025-12-06,106.83
10841,243,Daniel Lopez,2025-12-07,136.71
10842,267,Amanda Moore,2025-12-07,44.89
10843,234,Nicole Lopez,2025-12-08,50.41
10844,237,Jason Carter,2025-12-08,315.52
10845,380,Rachel Johnson,2025-12-08,176.15
10846,398,Nicole Chen,2025-12-08,32.6
10847,275,Samantha White,2025-12-09,59.16
10848,293,Jason White,2025-12-10,149.81
10849,312,Samantha Clark,2025-12-10,206.67
10850,254,Maria Hall,2025-12-11,135.29
10851,300,Emily Green,2025-12-11,48.07
10852,285,Kevin Lopez,2025-12-12,216.92
10853,315,Vanessa Brown,2025-12-12,67.38
10854,395,Ashley Nelson,2025-12-12,100.85
10855,243,Daniel Lopez,2025-12-13,60.89
10856,320,Kevin Chen,2025-12-13,93.24
10857,343,Christopher White,2025-12-13,172.65
10858,384,Andrew Lopez,2025-12-13,61.36
10859,231,James Scott,2025-12-14,262.18
10860,234,Nicole Lopez,2025-12-14,105.9
10861,238,Brandon Thomas,2025-12-16,65.75
10862,322,Christopher Carter,2025-12-16,113.23
10863,380,Rachel Johnson,2025-12-16,27.56
10864,256,Anthony Scott,2025-12-17,164.15
10865,313,Jason Garcia,2025-12-17,26.91
10866,236,Olivia Young,2025-12-18,51.45
10867,278,Eric Lewis,2025-12-18,80.62
10868,248,Olivia Thomas,2025-12-19,166.81
10869,298,Brian Carter,2025-12-19,28.3
10870,309,Andrew Reed,2025-12-19,35.29
10871,333,Kevin Lewis,2025-12-19,90.32
10872,201,Samantha Reed,2025-12-20,65.84
10873,232,Rachel Lewis,2025-12-20,58.51
10874,257,Robert Brown,2025-12-21,91.14
10875,272,Ashley Young,2025-12-21,149.15
10876,247,Rachel Young,2025-12-22,164.88
10877,345,Rachel Reed,2025-12-22,176.16
10878,354,Maria Carter,2025-12-22,116.99
10879,278,Eric Lewis,2025-12-23,55.78
10880,345,Rachel Reed,2025-12-23,105.24
10881,386,Brandon Nelson,2025-12-23,182.65
10882,329,Olivia Lopez,2025-12-24,93.51
10883,208,Maria Walker,2025-12-25,194.21
10884,237,Jason Carter,2025-12-25,119.89
10885,309,Andrew Reed,2025-12-25,106.93
10886,341,Daniel Moore,2025-12-25,135.45
10887,367,Michael Reed,2025-12-25,130.38
10888,231,James Scott,2025-12-26,128.54
10889,245,Brandon Reed,2025-12-26,62.5
10890,283,Christopher Davis,2025-12-26,37.65
10891,302,Michael Anderson,2025-12-26,166.17
10892,206,Brian Scott,2025-12-27,44.5
10893,212,Lauren Hall,2025-12-27,159.11
10894,230,Emily Baker,2025-12-27,194.2
10895,243,Daniel Lopez,2025-12-27,210.01
10896,269,Ashley Mitchell,2025-12-27,81.93
10897,245,Brandon Reed,2025-12-28,107.96
10898,346,Robert Davis,2025-12-28,141.4
10899,230,Emily Baker,2025-12-29,91.23
10900,233,Michael Mitchell,2025-12-29,69.84
10901,256,Anthony Scott,2025-12-29,57.58
10902,270,Megan Carter,2025-12-29,92.08
10903,381,Marcus Brown,2025-12-29,33.46
10904,312,Samantha Clark,2025-12-30,184.81
10905,351,Sarah Lopez,2025-12-30,130.04
10906,347,Maria Taylor,2025-12-31,147.6
10907,334,David Martinez,2026-01-01,53.99
10908,332,Jessica King,2026-01-02,88.6
10909,359,Kevin Garcia,2026-01-02,125.07
10910,335,Lauren Nelson,2026-01-03,67.47
10911,398,Nicole Chen,2026-01-03,180.15
10912,369,Christopher Jackson,2026-01-04,57.06
10913,273,Kevin Moore,2026-01-05,30.64
10914,238,Brandon Thomas,2026-01-06,117.09
10915,226,Michael Lopez,2026-01-07,128.58
10916,238,Brandon Thomas,2026-01-07,68.86
10917,352,Natalie Young,2026-01-07,26.28
10918,322,Christopher Carter,2026-01-08,73.07
10919,336,Jason Jackson,2026-01-08,113.24
10920,360,Anthony Johnson,2026-01-08,62.2
10921,349,Anthony Davis,2026-01-09,55.39
10922,224,Jessica Garcia,2026-01-10,99.07
10923,342,Brian Young,2026-01-10,88.03
10924,354,Maria Carter,2026-01-10,116.37
10925,282,Megan Moore,2026-01-11,145.42
10926,361,Eric Mitchell,2026-01-11,126.67
10927,244,Brandon Davis,2026-01-12,101.99
10928,393,David Jackson,2026-01-14,148.23
10929,226,Michael Lopez,2026-01-15,86.55
10930,246,Nicole Martinez,2026-01-15,130.92
10931,268,Emily Lopez,2026-01-15,36.04
10932,246,Nicole Martinez,2026-01-16,58.12
10933,290,Brian Jackson,2026-01-16,27.41
10934,296,Sarah King,2026-01-17,61.68
10935,349,Anthony Davis,2026-01-17,68.57
10936,261,Anthony Davis,2026-01-18,82.29
10937,270,Megan Carter,2026-01-18,65.39
10938,373,Samantha Young,2026-01-18,54.06
10939,310,Brandon Young,2026-01-19,53.55
10940,382,Emily White,2026-01-19,127.59
10941,209,Marcus Wilson,2026-01-20,94.01
10942,284,Jessica Clark,2026-01-20,203.26
10943,363,Megan Harris,2026-01-20,93.13
10944,293,Jason White,2026-01-21,78.78
10945,359,Kevin Garcia,2026-01-22,82.52
10946,302,Michael Anderson,2026-01-23,112.38
10947,340,Ashley Wright,2026-01-23,204.99
10948,355,James Nelson,2026-01-23,319.52
10949,360,Anthony Johnson,2026-01-24,93.25
10950,394,Kevin Harris,2026-01-24,189.66
10951,214,Ashley Wright,2026-01-25,95.8
10952,255,Samantha Brown,2026-01-25,43.49
10953,274,Michelle Mitchell,2026-01-25,36.47
10954,275,Samantha White,2026-01-25,128.0
10955,326,Michelle Walker,2026-01-26,143.47
10956,327,Maria Lopez,2026-01-26,58.61
10957,341,Daniel Moore,2026-01-26,157.66
10958,365,Kevin Baker,2026-01-27,42.89
10959,389,Anthony Adams,2026-01-27,140.96
10960,260,Samantha Wright,2026-01-28,149.64
10961,314,Jessica Thomas,2026-01-28,93.51
10962,222,Natalie Jackson,2026-01-29,16.96
10963,281,Marcus Carter,2026-01-29,118.31
10964,398,Nicole Chen,2026-01-29,66.04
10965,340,Ashley Wright,2026-01-30,109.97
10966,357,Lauren Davis,2026-01-30,36.2
10967,253,Brian Young,2026-01-31,65.03
10968,309,Andrew Reed,2026-01-31,73.08
10969,330,Vanessa Lewis,2026-01-31,179.27
10970,369,Christopher Jackson,2026-01-31,43.14
10971,305,Eric Carter,2026-02-01,34.71
10972,324,Daniel Davis,2026-02-01,65.15
10973,327,Maria Lopez,2026-02-01,99.54
10974,370,Marcus White,2026-02-01,68.77
10975,373,Samantha Young,2026-02-01,48.21
10976,298,Brian Carter,2026-02-02,123.62
10977,306,Eric Martinez,2026-02-02,36.17
10978,311,Daniel Adams,2026-02-02,61.84
10979,369,Christopher Jackson,2026-02-02,49.87
10980,273,Kevin Moore,2026-02-03,240.17
10981,343,Christopher White,2026-02-03,98.9
10982,399,Nicole Martinez,2026-02-03,67.78
10983,206,Brian Scott,2026-02-04,35.12
10984,355,James Nelson,2026-02-04,39.93
10985,388,James Young,2026-02-04,82.07
10986,394,Kevin Harris,2026-02-04,60.27
10987,301,Samantha Taylor,2026-02-05,57.42
10988,288,Jessica Young,2026-02-06,183.05
10989,252,Natalie Mitchell,2026-02-07,40.24
10990,254,Maria Hall,2026-02-07,122.64
10991,375,Nicole Scott,2026-02-07,91.24
10992,207,Michelle Lewis,2026-02-08,139.29
10993,389,Anthony Adams,2026-02-08,68.05
10994,224,Jessica Garcia,2026-02-09,112.04
10995,355,James Nelson,2026-02-09,47.06
10996,300,Emily Green,2026-02-10,136.19
10997,307,Lauren Green,2026-02-10,94.62
10998,380,Rachel Johnson,2026-02-10,97.03
10999,209,Marcus Wilson,2026-02-11,65.05
11000,224,Jessica Garcia,2026-02-11,47.38
11001,233,Michael Mitchell,2026-02-11,35.12
11002,270,Megan Carter,2026-02-11,71.98
11003,306,Eric Martinez,2026-02-11,90.23
11004,310,Brandon Young,2026-02-11,37.58
11005,336,Jason Jackson,2026-02-11,54.98
11006,304,Rachel Chen,2026-02-12,51.04
11007,350,Megan Davis,2026-02-12,66.58
11008,366,Marcus Garcia,2026-02-13,52.37
11009,244,Brandon Davis,2026-02-14,147.39
11010,277,Jessica Davis,2026-02-14,147.94
11011,364,Robert Baker,2026-02-14,90.18
11012,231,James Scott,2026-02-15,33.52
11013,292,Nicole Moore,2026-02-15,113.05
11014,296,Sarah King,2026-02-15,13.12
11015,349,Anthony Davis,2026-02-15,37.69
11016,289,David Baker,2026-02-16,88.46
11017,307,Lauren Green,2026-02-16,236.78
11018,202,Sarah Scott,2026-02-17,58.74
11019,284,Jessica Clark,2026-02-17,67.49
11020,217,Robert White,2026-02-18,176.65
11021,308,David Clark,2026-02-18,92.05
11022,314,Jessica Thomas,2026-02-18,107.68
11023,329,Olivia Lopez,2026-02-18,61.8
11024,345,Rachel Reed,2026-02-18,71.16
11025,311,Daniel Adams,2026-02-19,26.45
11026,386,Brandon Nelson,2026-02-20,29.83
11027,218,Megan Martinez,2026-02-22,201.67
11028,202,Sarah Scott,2026-02-23,174.18
11029,225,Vanessa Taylor,2026-02-23,69.73
11030,263,Olivia Green,2026-02-23,63.01
11031,276,Jessica Martinez,2026-02-23,86.81
11032,220,Sarah Green,2026-02-24,272.09
11033,323,Olivia Baker,2026-02-24,77.26
11034,230,Emily Baker,2026-02-25,56.46
11035,372,James King,2026-02-26,107.35
11036,333,Kevin Lewis,2026-02-27,54.8
11037,346,Robert Davis,2026-02-27,192.94
11038,268,Emily Lopez,2026-02-28,74.0
11039,302,Michael Anderson,2026-02-28,59.12
11040,313,Jason Garcia,2026-02-28,73.76
11041,352,Natalie Young,2026-02-28,110.25
11042,372,James King,2026-02-28,115.68
11043,375,Nicole Scott,2026-02-28,180.6
11044,232,Rachel Lewis,2026-03-01,45.0
11045,284,Jessica Clark,2026-03-01,65.45
11046,261,Anthony Davis,2026-03-02,12.03
11047,362,Michelle Walker,2026-03-02,112.94
11048,390,Sarah Lopez,2026-03-02,63.55
11049,316,Anthony Green,2026-03-03,88.81
11050,327,Maria Lopez,2026-03-03,36.66
11051,365,Kevin Baker,2026-03-03,69.71
11052,305,Eric Carter,2026-03-05,80.94
11053,311,Daniel Adams,2026-03-05,84.94
11054,206,Brian Scott,2026-03-06,108.35
11055,302,Michael Anderson,2026-03-06,57.54
11056,376,Amanda Baker,2026-03-06,74.0
11057,319,Jason Taylor,2026-03-08,52.58
11058,326,Michelle Walker,2026-03-09,19.95
11059,230,Emily Baker,2026-03-10,107.46
11060,342,Brian Young,2026-03-10,128.77
11061,348,Sarah Walker,2026-03-10,66.72
11062,222,Natalie Jackson,2026-03-11,52.62
11063,264,Vanessa Wilson,2026-03-11,93.62
11064,390,Sarah Lopez,2026-03-11,102.13
11065,204,Robert Johnson,2026-03-12,130.23
11066,212,Lauren Hall,2026-03-12,54.3
11067,390,Sarah Lopez,2026-03-12,128.6
11068,245,Brandon Reed,2026-03-13,110.33
11069,207,Michelle Lewis,2026-03-15,184.9
11070,214,Ashley Wright,2026-03-16,89.8
11071,242,Robert Green,2026-03-16,63.35
11072,285,Kevin Lopez,2026-03-16,71.03
11073,314,Jessica Thomas,2026-03-16,39.6
11074,341,Daniel Moore,2026-03-16,23.52
11075,229,Christopher Hall,2026-03-17,57.55
11076,232,Rachel Lewis,2026-03-17,108.22
11077,275,Samantha White,2026-03-17,141.47
11078,277,Jessica Davis,2026-03-17,75.39
11079,389,Anthony Adams,2026-03-19,124.63
11080,201,Samantha Reed,2026-03-21,101.84
11081,221,Justin Brown,2026-03-21,98.02
11082,271,Natalie Taylor,2026-03-21,91.34
11083,303,Marcus Brown,2026-03-21,43.96
11084,314,Jessica Thomas,2026-03-21,87.24
11085,315,Vanessa Brown,2026-03-21,103.71
11086,358,Emily King,2026-03-21,290.77
11087,365,Kevin Baker,2026-03-21,83.33
11088,366,Marcus Garcia,2026-03-21,60.5
11089,210,Sarah Lopez,2026-03-22,148.31
11090,294,Lauren Martinez,2026-03-22,38.94
11091,331,Vanessa Johnson,2026-03-22,133.06
11092,201,Samantha Reed,2026-03-23,19.78
11093,233,Michael Mitchell,2026-03-23,186.77
11094,244,Brandon Davis,2026-03-24,83.49
11095,272,Ashley Young,2026-03-24,100.37
11096,355,James Nelson,2026-03-24,115.51
11097,344,Michelle Clark,2026-03-26,67.91
11098,205,Eric Reed,2026-03-27,54.43
11099,220,Sarah Green,2026-03-27,75.24
11100,235,Anthony Anderson,2026-03-27,63.1
11101,244,Brandon Davis,2026-03-27,45.02
11102,275,Samantha White,2026-03-27,15.64
11103,287,Brandon Reed,2026-03-27,53.15
11104,338,Anthony Green,2026-03-27,74.47
11105,223,Amanda Martinez,2026-03-28,162.29
11106,282,Megan Moore,2026-03-28,16.45
11107,367,Michael Reed,2026-03-28,31.72
11108,216,Anthony Jackson,2026-03-29,60.08
11109,257,Robert Brown,2026-03-29,55.03
11110,354,Maria Carter,2026-03-29,336.1
11111,367,Michael Reed,2026-03-29,51.37
11112,397,James Brown,2026-03-29,299.75
11113,214,Ashley Wright,2026-03-30,27.89
11114,353,James Davis,2026-03-30,163.14
11115,357,Lauren Davis,2026-03-30,130.11
11116,372,James King,2026-03-30,77.99
11117,221,Justin Brown,2026-03-31,70.16
11118,226,Michael Lopez,2026-03-31,118.25
11119,239,Megan Garcia,2026-03-31,192.05
11120,245,Brandon Reed,2026-03-31,44.9
11121,246,Nicole Martinez,2026-03-31,54.1
11122,316,Anthony Green,2026-03-31,116.97
11123,382,Emily White,2026-03-31,129.56
11124,226,Michael Lopez,2026-04-01,29.73
11125,247,Rachel Young,2026-04-01,88.82
11126,286,Vanessa Wilson,2026-04-01,62.76
11127,352,Natalie Young,2026-04-01,68.24
11128,262,Brian Taylor,2026-04-02,117.0
11129,297,Eric Reed,2026-04-02,69.85
11130,335,Lauren Nelson,2026-04-02,63.9
11131,245,Brandon Reed,2026-04-03,99.86
11132,260,Samantha Wright,2026-04-03,91.26
11133,351,Sarah Lopez,2026-04-03,109.04
11134,388,James Young,2026-04-03,274.53
11135,393,David Jackson,2026-04-03,46.32
11136,235,Anthony Anderson,2026-04-05,25.14
11137,239,Megan Garcia,2026-04-05,45.26
11138,241,James King,2026-04-05,73.42
11139,246,Nicole Martinez,2026-04-06,76.62
11140,248,Olivia Thomas,2026-04-06,59.7
11141,251,Brian Martinez,2026-04-06,32.08
11142,214,Ashley Wright,2026-04-07,117.28
11143,236,Olivia Young,2026-04-07,49.49
11144,253,Brian Young,2026-04-07,93.77
11145,349,Anthony Davis,2026-04-07,82.92
11146,352,Natalie Young,2026-04-07,195.3
11147,375,Nicole Scott,2026-04-07,33.33
11148,228,Christopher Nelson,2026-04-08,88.17
11149,229,Christopher Hall,2026-04-08,65.81
11150,284,Jessica Clark,2026-04-08,81.38
11151,295,Anthony Nelson,2026-04-08,46.13
11152,374,Michael Wilson,2026-04-08,41.8
11153,212,Lauren Hall,2026-04-10,36.41
11154,360,Anthony Johnson,2026-04-10,100.34
11155,396,Nicole Carter,2026-04-10,29.95
11156,217,Robert White,2026-04-11,244.7
11157,261,Anthony Davis,2026-04-11,136.06
11158,337,Ashley Mitchell,2026-04-11,198.14
11159,345,Rachel Reed,2026-04-11,85.59
11160,390,Sarah Lopez,2026-04-11,77.73
11161,278,Eric Lewis,2026-04-12,62.85
11162,315,Vanessa Brown,2026-04-12,146.37
11163,385,Rachel Baker,2026-04-12,155.21
11164,390,Sarah Lopez,2026-04-12,84.04
11165,220,Sarah Green,2026-04-13,91.94
11166,222,Natalie Jackson,2026-04-13,24.84
11167,322,Christopher Carter,2026-04-13,49.85
11168,374,Michael Wilson,2026-04-13,58.18
11169,252,Natalie Mitchell,2026-04-14,226.86
11170,210,Sarah Lopez,2026-04-16,102.78
11171,256,Anthony Scott,2026-04-16,108.28
11172,331,Vanessa Johnson,2026-04-16,106.61
11173,264,Vanessa Wilson,2026-04-20,347.62
11174,295,Anthony Nelson,2026-04-20,114.89
11175,204,Robert Johnson,2026-04-21,129.96
